Generated by Ultimate_GMS2_Decompiler_v3.csx
1016 - bg_exitwaylighthouse
1017 - spr_minipillarsleep
1018 - bg_fudgetop_skyscrollescape
1019 - spr_coneboy_kick
1020 - bg_spiresky
1021 - spr_lappingportal_exit
1022 - spr_bigbreakhard
1023 - spr_player_suplexdashCancel
1024 - spr_pizzano_hud
1025 - spr_lightsource
1026 - spr_meloncoolstun
1027 - spr_candy_walk
1028 - spr_chocolate_idle
1029 - bg_w1animesign
1030 - spr_chocolate_walk
1031 - spr_candysona_idle2
1032 - bg_fudgetop3_3escape
1033 - spr_pizzano_crouchfall
1034 - spr_cameraregion
1035 - spr_rudejanitordead
1036 - spr_whipcreamcanopen
1037 - spr_gateRaised
1038 - spr_gumbob_brew_shake
1039 - spr_gummyworm_walk
1040 - spr_crack_run
1041 - spr_onoffblock_cannyswitch
1042 - spr_title
1043 - spr_marshemellow_run
1044 - spr_rudejanitor
1045 - spr_player_cookiemount_skid
1046 - spr_player_idleanim4
1047 - bg_mines1para2_escape
1048 - spr_marshmellow_idle
1049 - spr_gummyworm_idle
1050 - spr_painter_lungemask
1051 - spr_pizzelle_flushedstart
1052 - spr_treasure_martian
1053 - spr_rankribbon
1054 - spr_giantcollect4
1055 - spr_crack_idle
1056 - spr_candy_idle
1057 - spr_milkgoal_filled
1058 - spr_pizzano_mach3boost
1059 - spr_player_slipnslidestart
1060 - spr_coneboy_bigspithitbox
1061 - spr_crack_panic
1062 - bg_sucrosecup
1063 - spr_beeblock
1064 - spr_player_slipnslide
1065 - spr_player_slipnslideend
1066 - spr_pizzano_sjumpsidemach4grounded
1067 - spr_candysona_dead9
1068 - bg_entrywayescapeclouds
1069 - bg_estate1ground1
1070 - spr_rudejanitorass
1071 - spr_player_canefall
1072 - spr_candysona_dead3
1073 - spr_player_caneslam
1074 - spr_player_downpizzabox
1075 - spr_honeyslime
1076 - spr_player_uppizzabox
1077 - spr_siren_idle
1078 - spr_player_canebounce
1079 - bg_entrywayescapemoon
1080 - image__49_
1081 - spr_beesoldier_stun
1082 - spr_cookiemounthurt
1083 - spr_pizzytvmach2
1084 - bg_palswap
1085 - spr_timesup
1086 - spr_bigcollect2N
1087 - spr_player_hurtroll
1088 - spr_palswap
1089 - bg_molassestemple3
1090 - spr_tvpropellerstatic
1091 - spr_pizzellebossintro
1092 - spr_object1_activeate
1093 - spr_dresser
1094 - spr_collectslice
1095 - spr_sluggy_parry
1096 - spr_tvturnon
1097 - spr_player_parry3
1098 - spr_marshmallow_appear
1099 - spr_clockdoor
1100 - spr_pizzano_sjumpprepside
1101 - spr_bubbleGumPack
1102 - spr_groundpoundeffect
1103 - spr_clutterBlockade_destroyed
1104 - spr_heatpal
1105 - spr_pizzano_hurt
1106 - spr_landcloud
1107 - spr_player_candybegin
1108 - spr_guard_dead
1109 - spr_molassescard_title
1110 - bg_oldpauseTile
1111 - spr_pause
1112 - bg_estate2details
1113 - spr_pizzelle_pause
1114 - spr_guard_outpostthrow
1115 - bg_exitwaycityback
1116 - spr_guard_scared
1117 - spr_teakettle_gas
1118 - spr_technicaldifficulty_pizzy
1119 - spr_beetunneloverlay
1120 - spr_pauseconfecti1
1121 - spr_playerhatsMENU
1122 - spr_ufo
1123 - spr_pauseconfecti2
1124 - spr_player_skatejump
1125 - spr_devilboy
1126 - spr_pattern6
1127 - spr_gumspitter_dead
1128 - spr_tvbgs
1129 - spr_gummy_cardboard_death
1130 - spr_note
1131 - spr_snowparticles
1132 - spr_pauseconfecti3
1133 - spr_seacreamgun
1134 - spr_pauseconfecti4
1135 - entryway_endroombg1
1136 - spr_minizelle_land
1137 - spr_player_groundpound
1138 - spr_minizelle_enterdoor
1139 - spr_pauseconfecti5
1140 - bg_fudgetop3_foregroundescape
1141 - spr_paintwitch_projectile
1142 - spr_parkparallax1
1143 - bg_exitwayskyE
1144 - spr_player_dive
1145 - spr_icescreamer_scared
1146 - spr_steamy_startgate
1147 - spr_coneballrainturn
1148 - spr_pizzano_mach3shoulder
1149 - bg_mines1para1
1150 - spr_gumbob_propeller_fly
1151 - spr_player_rollgetup
1152 - spr_pizzano_rankA
1153 - spr_cotton_land
1154 - spr_cotton_run
1155 - spr_cotton_maxrun
1156 - spr_pizzano_mach2
1157 - spr_cotton_slamstart
1158 - spr_player_3hpidle
1159 - sky_esc_screaming_front_cakes
1160 - spr_static_tech
1161 - spr_sucrosecard_bg
1162 - spr_creamthief_slide
1163 - spr_player_uppercutfinishingblow
1164 - spr_pizzano_fall
1165 - spr_crackerkicker_kickhitbox
1166 - spr_barpop
1167 - spr_bangeffect
1168 - spr_player_breakdancebeach
1169 - spr_janitor2_land
1170 - bg_danceoff3_3
1171 - spr_minippcnstun
1172 - spr_giantcollect2
1173 - spr_player_wallbump
1174 - bg_molassesfallEscape
1175 - spr_coneball
1176 - spr_pizzytv_escape1
1177 - spr_pizzano_taunt
1178 - spr_entrycard_bg
1179 - spr_treasure_mines
1180 - bg_waferclouds
1181 - spr_lumbearjack_walk
1182 - spr_rankstamp
1183 - spr_player_minecartfastland
1184 - spr_secrettile_cutoffV
1185 - spr_MinecartrailSlopeEditor
1186 - spr_pizzano_mach3hitwall
1187 - bg_temple2_2
1188 - bg_mines2_escape
1189 - spr_cotton_land2
1190 - sky_esc_screaming_smiling_cakes
1191 - spr_rankcard
1192 - spr_coneswitch_transtoOFF
1193 - spr_pizzytv_confecti2
1194 - spr_honeyslime_shoot
1195 - spr_painter_draw_painting
1196 - bg_tutorial2_3
1197 - spr_donutShitterSwallowing
1198 - bg_fudgetop3_5
1199 - spr_minizelle_mach
1200 - spr_janitor2_walk
1201 - spr_movingplatformmiddle
1202 - spr_player_lungehit
1203 - spr_crosshair
1204 - bg_fudgetop2_4_escape
1205 - spr_gumslime_rage
1206 - spr_candysona_dead12
1207 - spr_bigbreak2Escape_Debris
1208 - spr_honeypanel_regen
1209 - spr_coneboy_sworduppercut
1210 - spr_creamthief_startRace
1211 - spr_XORgate
1212 - spr_knight_turn
1213 - spr_pizzano_shoulderbash
1214 - spr_rankcardflipped
1215 - spr_treasure_dance
1216 - spr_smallbreakEscape
1217 - bg_estate1sun
1218 - spr_polka_exitsign
1219 - spr_timer_timesup
1220 - bg_molassestemple_entrance1
1221 - spr_iceblock_heavy
1222 - spr_player_ufoShoot
1223 - spr_creamthief_drift
1224 - spr_player_supertaunt1
1225 - spr_pizzano_crouchjump
1226 - spr_painterhp
1227 - spr_player_skatewallrun
1228 - spr_caramel_dissolve
1229 - spr_pizzano_almanac
1230 - spr_chocoa_startgate
1231 - spr_player_machtumble
1232 - spr_pizzytvufo
1233 - spr_secret_bigbreak_debug
1234 - spr_bombblockdebris
1235 - spr_juicePalette
1236 - spr_tutorialbgcut
1237 - bg_angryjohn
1238 - spr_pizzanotv_flushed
1239 - spr_crazyrunothereffect
1240 - spr_palettechanger_export
1241 - spr_painter_idle
1242 - spr_hookStop
1243 - spr_doorE
1244 - spr_gnomeBlock_red
1245 - spr_ruthlesscombo_intro
1246 - bg_tutorialtrap
1247 - spr_collectescape
1248 - spr_fridge_projectile
1249 - spr_pizzytv_escape2
1250 - spr_theif_keyget
1251 - spr_player_faucetpull
1252 - spr_pizzytvjanitor2
1253 - spr_eskimo_stun
1254 - spr_player_machslideboostFallStart
1255 - spr_watercurrent
1256 - spr_babybear_scared
1257 - bg_fudgetop3_skyscroll2
1258 - spr_verticalhallway
1259 - spr_danceblock_visualovelay
1260 - spr_baddiespawnerNew
1261 - spr_worlddoor_closed
1262 - bg_thesunisadeadlylazer
1263 - spr_icyWall
1264 - spr_enemypuncheffect
1265 - bg_fudgetop_skyscroll
1266 - spr_gnomechompskiblowup_Dynamite
1267 - spr_smallbreak2Escape
1268 - bg_clockend_1escape
1269 - spr_npcbubble
1270 - bg_fudgetop3_flyingDude
1271 - spr_secretCubeRico
1272 - bg_secret2
1273 - bg_hub2_2
1274 - spr_beastiary_placeholder
1275 - spr_painter_dashstart
1276 - spr_rosette_dull
1277 - spr_swordhitbox2
1278 - spr_player_timesupidle
1279 - Sprite1378
1280 - spr_secretbigdebris
1281 - spr_snowcloudscared
1282 - spr_confecticage_hop
1283 - Sprite1822
1284 - spr_player_cookiemount
1285 - sky_esc_back2
1286 - spr_candysona_idle12
1287 - spr_guard_stun
1288 - introbg_1
1289 - spr_doorunvisited
1290 - bg_cottonposter
1291 - spr_badmarsh_ragestart
1292 - spr_candysona_idle4
1293 - spr_onoffswitch_redtoblue
1294 - spr_player_supertaunt3
1295 - spr_minescard_title
1296 - spr_confecti4rank
1297 - spr_secret_metalbreak_debug
1298 - spr_ramp
1299 - spr_dia_painter
1300 - bg_estate1fg1
1301 - spr_pizzano_walkfront
1302 - spr_clockparallax3
1303 - spr_gumslime_almanac
1304 - spr_player_skateslowwalk
1305 - bg_molasses_cloudsEscape
1306 - spr_optionSubtitle
1307 - spr_juice_rage
1308 - spr_cardboardpillaron
1309 - bg_entryposter
1310 - spr_okcombo_intro
1311 - spr_geyserVertical
1312 - spr_molasses_startgate
1313 - bg_fudgetop3_mountain
1314 - spr_player_coneidle
1315 - spr_bigcollect1N
1316 - spr_player_breakdance
1317 - bg_sucrose_skyWakingUp
1318 - spr_dia_pizzellescary
1319 - spr_creamthief_heartattack
1320 - spr_tile_sucrose
1321 - spr_painter_idle1826
1322 - spr_onoffblock_canny
1323 - bg_fudgetop2_1
1324 - bg_cavebg0
1325 - spr_snitch
1326 - spr_combometer_hand
1327 - spr_sbwalkblank
1328 - spr_roomnamebg
1329 - spr_milkblock_dead
1330 - spr_marshmellow_intro
1331 - spr_eyescreamsandwich_dead
1332 - spr_dangersign
1333 - bg_futopmelt1
1334 - spr_rankbubble_b
1335 - bg_temple2_4Escape
1336 - spr_meloncoolwalk
1337 - bg_tealsky
1338 - spr_player_introscoot
1339 - spr_creamTHIEF_almanac
1340 - spr_badmarsh_rage
1341 - spr_dashpad
1342 - spr_lapbg
1343 - spr_confecti2rank
1344 - spr_coneboy_sworddash
1345 - spr_cotton_slamend
1346 - spr_bigcollect3N
1347 - spr_rosettegavetreatIDLE
1348 - spr_painter_paintballthrow
1349 - spr_minippcndeath
1350 - spr_onoffswitch_red
1351 - spr_palg
1352 - spr_banana_chargestart
1353 - bg_danceoff1
1354 - bg_temple2_2Escape
1355 - spr_player_rankwait
1356 - spr_creamthief_taunt
1357 - bg_fudgetop_skyescape
1358 - bg_fudgetop3_2escape
1359 - spr_gnomeMinerIdle
1360 - spr_player_donutSlam_land
1361 - spr_chocofrogsmalldead
1362 - spr_honeyslime_jump
1363 - bg_beeback
1364 - spr_minizelle_fall
1365 - bg_fudgetop2_4
1366 - spr_painter_mask
1367 - spr_painter_painting
1368 - spr_file3
1369 - spr_pizzanobomb_bounce
1370 - bg_clockend_2
1371 - spr_onewaysolidMASK
1372 - spr_palettechanger_selection_1
1373 - spr_pizzano_ladderdown
1374 - spr_pizzano_twirl
1375 - bg_fudgetop_foreground2_escape
1376 - spr_playerhats
1377 - spr_minizelle_uppercut
1378 - spr_mines_startgate_mask
1379 - spr_coneboy_sword_idle
1380 - bg_clockend_2escape
1381 - spr_mintsplosion_scare
1382 - spr_pizzano_timeup
1383 - spr_mintsplosion_stun
1384 - spr_candysona_dead4
1385 - spr_gumbob_jump
1386 - spr_pizzano_kungfu1
1387 - spr_sbwalkcrazy
1388 - spr_teleporter
1389 - spr_entry_startgate
1390 - spr_sbwalkmad
1391 - bg_fudgetop3_clouds
1392 - bg_clockend_1
1393 - spr_sbwalkhappy
1394 - bg_fudgetop_mountainbackescape
1395 - spr_pizzanotv_happy
1396 - spr_cloudpal
1397 - bg_exitwaycityE
1398 - spr_rankbubble_pfilled
1399 - spr_bigcherry
1400 - spr_slope
1401 - spr_palettechanger_scrollbar
1402 - spr_funny
1403 - bg_paintersign
1404 - spr_guardwhistle
1405 - spr_fridge_closing
1406 - spr_juicepuddledone
1407 - spr_player_idleanim3
1408 - spr_eskimint_almanac
1409 - spr_pizzano_3hpwalk
1410 - spr_chocofrogsmall_tumble
1411 - spr_timer
1412 - spr_grandpop_speak
1413 - spr_creamthief_walk
1414 - spr_mintsplosion_projectile
1415 - spr_pizzano_machslideboost
1416 - spr_pizzano_enterkey
1417 - spr_player_minecartland
1418 - spr_minizelle_bump
1419 - spr_pizzytvmachroll
1420 - spr_sprayfall
1421 - spr_tutorialsign
1422 - spr_traindeath
1423 - bg_molassestempleclouds
1424 - spr_waferbg2
1425 - spr_gumbob_brew_pulloutdrink
1426 - spr_chocoacard_bg
1427 - spr_sbdeadspamton
1428 - spr_candysona_dead7
1429 - spr_clutterTrash_destroyed
1430 - spr_minippcnscared
1431 - spr_coneblock_off
1432 - spr_badmarsh_dead
1433 - spr_juicestun
1434 - spr_palettemenu
1435 - spr_piledrivereffect
1436 - spr_snowcloudnotice
1437 - spr_thundercloud
1438 - spr_pizzanotvmach1
1439 - sky_esc_back
1440 - spr_object1_unactive
1441 - spr_sourcombo_intro
1442 - spr_babybear_stun
1443 - spr_gumslimePalette
1444 - spr_tutorialdoor
1445 - spr_pattern1
1446 - spr_theif_keyidle
1447 - spr_pizzano_pogo_air
1448 - bg_molassestemple_entrance4
1449 - spr_tvpropeller
1450 - spr_guard_outpostsleep
1451 - bg_thumbnail_cone
1452 - bg_fudgetop3_cloudsescape
1453 - spr_candysona_dead5
1454 - spr_mugbeer
1455 - bg_fudgetop3_mountain2
1456 - spr_palettechanger_scrollbar_1
1457 - bg_entrywaynightsky
1458 - spr_gnomeBlock_purple
1459 - bg_danceoff3_4
1460 - spr_6Metro1dance
1461 - spr_spamtonlaugh_glitch
1462 - fg_molasses_tree
1463 - spr_superdashcloud
1464 - spr_coneboy_hurt
1465 - spr_gumspitter_stun
1466 - spr_tvcomboshadow
1467 - spr_rankbubble_dfilled
1468 - spr_paintwitch
1469 - spr_wall
1470 - spr_dia_snitch
1471 - spr_cranktopping
1472 - spr_cultist_pray
1473 - spr_coneboy_juicespitbig
1474 - bg_estate2clouds
1475 - spr_player_fudgeidle
1476 - spr_pizzano_pause
1477 - spr_pizzano_ladder2
1478 - spr_boss_painterTitle
1479 - bg_temple2_3Escape
1480 - spr_player_idleanim2
1481 - bg_dwanejohnson
1482 - spr_palettechanger_selection
1483 - spr_baddiespawnerspawn
1484 - Sprite901
1485 - spr_bartimer_showtime
1486 - entryway_endroomescape1
1487 - spr_caramel_dead
1488 - bg_estate1skyE
1489 - spr_tile_martianOutside
1490 - spr_slopePlatform
1491 - spr_player_minecartjump
1492 - bg_entryway2_buildings2
1493 - bg_entryway2_sun
1494 - bg_fudgetop3_4
1495 - spr_parryeffect
1496 - spr_pizzano_bodyslamfall
1497 - spr_coneboytv
1498 - spr_player_bubblefloat_dash
1499 - spr_Sideplatform
1500 - spr_chocolate_taunt
1501 - spr_ranksign
1502 - spr_cottonpoof
1503 - spr_grandpop
1504 - spr_gumslime_gumball
1505 - spr_confecticage_debris
1506 - spr_spamtonwalk
1507 - spr_popcornscaredsh
1508 - bg_mines2
1509 - spr_coneboy_guard
1510 - spr_player_idleanim1
1511 - spr_sucrosecard_title
1512 - bg_minesDeco2
1513 - spr_coneboy_spit
1514 - spr_player_skatespin
1515 - spr_gnomeBlock_blue
1516 - spr_giantcollect1
1517 - bg_options
1518 - spr_molassesbgpara2_escape
1519 - bg_sucrose_dunes1
1520 - spr_pizzellehp
1521 - spr_pizzytv_tumble
1522 - spr_geyserCutscene_Inactive
1523 - spr_gummy_cardboard
1524 - spr_exitway_startgate
1525 - spr_sluggy_idle
1526 - spr_verify
1527 - spr_waferdestroyable
1528 - spr_snowdude
1529 - spr_jellyswitch_bounce
1530 - spr_conedrone
1531 - spr_donut_fly
1532 - spr_juicepuddleair
1533 - spr_bigcollect6P
1534 - spr_bear_almanac
1535 - bg_temple2_4
1536 - spr_player_minecartfall
1537 - spr_coneboy_cottonbash
1538 - spr_bombblock
1539 - spr_jerald
1540 - spr_gumbob_brew_up
1541 - spr_gnomeBlock_green
1542 - spr_gumbob_hurt
1543 - spr_pizzytv_combo
1544 - spr_beesoldier_scare
1545 - spr_icescreamer_mask
1546 - bg_fudgetop3_skyscroll2escape
1547 - spr_doorBlong
1548 - spr_bigdebrisBandage
1549 - spr_lappingportal_inactive
1550 - spr_honeyslime_wall
1551 - spr_pizzano_rankP
1552 - spr_lumbearjack_throw
1553 - spr_secret_smallbreakPoint_debug
1554 - spr_theif_dead
1555 - spr_enemy_panicSpawner
1556 - spr_onoffblock_uncanny
1557 - bg_fudgetop_foreground_escape
1558 - spr_thundercloud_throw
1559 - spr_janitor2_fall
1560 - spr_coneballproj
1561 - spr_onoffblock_uncannyswitch
1562 - spr_cardcherry_getup
1563 - spr_fudgecard_bg
1564 - bg_mines3
1565 - spr_sluggy_scared
1566 - spr_bigSlipperyiceblock
1567 - spr_honeypanel_deactive
1568 - spr_secrettile_cutoffH
1569 - spr_painter_hurt
1570 - bg_hub2_3
1571 - spr_waferdestroyable_debris
1572 - entryway_endroomescape3
1573 - spr_charcherry_stun
1574 - spr_player_donutSlam
1575 - spr_pizzano_bodyslamland
1576 - spr_barpop2
1577 - spr_bigcherrystun
1578 - spr_rudejanitor_taunt
1579 - spr_coneboy_fallheadless
1580 - spr_tv_bubble
1581 - spr_player_outofcontrolfall
1582 - spr_flingfrogmad
1583 - spr_pattern2
1584 - spr_supertaunthitbox
1585 - spr_pizzano_idle
1586 - bg_w1sign
1587 - bg_steamyparkescape
1588 - countdown_text
1589 - spr_secret_bigbreakhard_debug
1590 - spr_spicycombo_boil
1591 - spr_iceblock_fragile
1592 - spr_marshmellow_panic
1593 - spr_playerhatsMENU_lock
1594 - spr_gumbob_pause
1595 - spr_sourbuddiesnewbagfrontlayer
1596 - pal_cherry
1597 - bg_entryway2_clouds
1598 - spr_pizzelle_pause_escape
1599 - bg_fudgetop2_2
1600 - spr_eskimo_debris
1601 - spr_steamy_startgate_mask
1602 - spr_flingFrog
1603 - bg_fudgetop3_1escape
1604 - spr_bggear
1605 - bg_cavebg1
1606 - spr_sblatchspamton
1607 - spr_pizzano_bodyslamstart
1608 - spr_badmarsh_rageend
1609 - spr_5BuildingsBack1dance
1610 - spr_teakettle
1611 - spr_ching
1612 - spr_spamtonpray
1613 - spr_player_honeystuck
1614 - spr_parkparallax2
1615 - spr_babybear_rage
1616 - spr_spicycombo_intro
1617 - spr_geyserCutscene_Active
1618 - spr_pizzano_djump
1619 - spr_paintwitch_stunned
1620 - spr_pizzytv_confecti3
1621 - spr_dia_rudejanitor_frown
1622 - spr_cotton_rollMax
1623 - spr_dialogbgcut
1624 - spr_pizzano_uppercut
1625 - spr_molassesbgpara3_escape
1626 - spr_pizzano_bomb
1627 - bg_martian_outside
1628 - spr_alrightcombo_intro
1629 - spr_fudgecard_title
1630 - spr_clockparallax2
1631 - spr_dancecard_bg
1632 - spr_introrock
1633 - spr_coneboy_walkheadless
1634 - bg_sucrose_sandpile
1635 - spr_npcfont
1636 - bg_temple2_3
1637 - spr_minippcnwalk
1638 - spr_textbox
1639 - bg_thumbnail_entryway
1640 - spr_coneballrain
1641 - spr_rosette_cheer
1642 - spr_secretPortal_exitopen
1643 - spr_theif_walk
1644 - bg_molassestemple_entrance2
1645 - spr_theif_scared
1646 - spr_whipcream
1647 - spr_Minecartrail
1648 - spr_gumbob_cotton_idle
1649 - spr_pizzytvhurtext1
1650 - spr_honeyslime_fall
1651 - pal_swed
1652 - spr_snowclouddive
1653 - spr_virreal
1654 - bg_danceoff_pipes
1655 - spr_pizzelleselectedpal
1656 - spr_rudejanitor_panicwalk
1657 - spr_pattern7
1658 - spr_titlescreenassets
1659 - spr_player_conemove
1660 - steamybg4_escape
1661 - bg_danceoff3_8
1662 - spr_indigoer
1663 - spr_eyescreamsandwich_wait
1664 - spr_iceblock_bg
1665 - spr_sweetcombo_boil
1666 - spr_pizzano_mach1
1667 - spr_angrycloud
1668 - spr_sluggy_jump
1669 - scaryeasteregg
1670 - spr_metalblockhard
1671 - spr_secretPortal_open
1672 - spr_sluggy_jumpstart
1673 - spr_clutterBarrel_destroyed
1674 - bg_mines2_hills
1675 - spr_snowcrown
1676 - spr_spamton_dumpsterclosed
1677 - spr_pattern9
1678 - spr_NOTgate
1679 - spr_playtestermenu
1680 - pal_sluggy
1681 - spr_pizzano_kungfu5
1682 - spr_spookey
1683 - spr_goo_floor
1684 - spr_gateLowered
1685 - spr_taunttimer
1686 - spr_marshmellow_taunt
1687 - spr_player_supertaunt2
1688 - spr_elevatorfadeoff
1689 - spr_player_skatedrift
1690 - spr_clocktowerexterior_broken
1691 - spr_coneboy_juicewave
1692 - spr_3Shadows1dance
1693 - spr_triggerjump
1694 - spr_gummyworm_panic
1695 - spr_janitor2_jump
1696 - spr_beegee_bigtree
1697 - introbg_6
1698 - bg_estatescarywow2
1699 - bg_danceoff_wall
1700 - spr_pal3
1701 - spr_cottonsign
1702 - spr_pattern5
1703 - spr_juicedead
1704 - spr_candyifiedeffect2
1705 - spr_pizzanotv_hurt
1706 - spr_lappingportal_create
1707 - spr_player_trick
1708 - spr_bigcollect5P
1709 - spr_molasses
1710 - spr_8Recordsbackground1dance
1711 - spr_theif_snatch
1712 - spr_rosehouse
1713 - spr_donutbubble
1714 - spr_clutterTrash
1715 - spr_lorebook_select
1716 - bg_tutorial2_4
1717 - bg_danceoff3_5
1718 - spr_candysona_idle3
1719 - spr_pizzano_sjumpsidemach4
1720 - bg_templebgnew3
1721 - spr_player_electrocuted
1722 - spr_sbwalkblank2
1723 - Sprite418
1724 - spr_pizzano_kungfuair2
1725 - spr_beesoldier_walk
1726 - spr_painter_lungestart
1727 - spr_painter_tired
1728 - spr_fridge_open
1729 - spr_secretPortal_tele
1730 - bg_mines1
1731 - spr_milkgoal
1732 - spr_mines_startgate
1733 - bg_cavebg2
1734 - spr_pizzanotvmach4
1735 - spr_creamthief_idle
1736 - spr_coneballturn
1737 - spr_grid
1738 - spr_sprayjump
1739 - bg_fudgetop_foreground
1740 - bg_fudgetop3_5escape
1741 - spr_coneboy_walk
1742 - spr_mintsplosion_still
1743 - spr_donutShitterEating
1744 - spr_cotton_roll
1745 - spr_eskimo_walk
1746 - bg_menuTile
1747 - spr_tvstatic
1748 - spr_pizzano_machtwirl
1749 - spr_creamthief_grab
1750 - spr_sweetcombo_intro
1751 - spr_smallbreakEscape_Debris
1752 - bg_fudgetop3_4escape
1753 - bg_templebgnew2
1754 - bg_cavebg5
1755 - spr_coneboy_jump
1756 - bg_fudgetop2_foreground
1757 - spr_fontrankcombo
1758 - spr_clockdoorlocked
1759 - spr_pizzano_kungfuair1
1760 - spr_sugarrush
1761 - spr_confecti5rank
1762 - spr_pattern10
1763 - bg_fudgetop2_3
1764 - bg_martian_inside_creatures1
1765 - spr_waferbgpara2
1766 - spr_player_seacream_walk
1767 - spr_theif_stun
1768 - spr_afterimagepal
1769 - spr_bestiaryLocked
1770 - Sprite1912
1771 - bg_estatescarywow1
1772 - bg_escapebuildingsentryway
1773 - spr_janitor2_taunt
1774 - spr_player_slippingonice
1775 - bg_fudgetop_frontmountainescape
1776 - spr_badmarsh_walk
1777 - bg_martian_inside_ice1
1778 - spr_honeyslime_celling
1779 - spr_player_frothstuck_start
1780 - spr_janitor2_unlock
1781 - bg_estate1back1
1782 - spr_creditsfont
1783 - bg_foodbar
1784 - spr_popCherryRock
1785 - bg_w1clouds
1786 - spr_beesoldier_intro
1787 - spr_janitor2_summonIntro
1788 - spr_pattern12
1789 - spr_supertauntcharge
1790 - spr_bigDonut_shoot
1791 - spr_banana_stun
1792 - spr_pizzano_slam
1793 - entryway_endroombg2
1794 - spr_molassesWall
1795 - spr_bigcollectescape
1796 - spr_geyserCutscene_Activated
1797 - spr_coneboy_inhaledjump
1798 - spr_dragonfire
1799 - spr_player_machslideboostFall
1800 - spr_bigbreak2_dead
1801 - spr_geysercloud
1802 - spr_sranktopping
1803 - bg_tealbg1
1804 - spr_thundercloud_pal
1805 - spr_beetunnel
1806 - spr_painter_lunge
1807 - bg_clockend_3escape
1808 - spr_trainsoundtrigger
1809 - spr_player_seacream_walljump
1810 - spr_locorice
1811 - bg_sucrose_pole
1812 - spr_rankpal
1813 - bg_molassestemple_clouds2
1814 - spr_pizzano_mach1fall
1815 - spr_chocoacard_title
1816 - bg_estate1sunE
1817 - spr_boss_vs
1818 - bg_fudgetop3_skyescape
1819 - spr_checkpointflag_appear
1820 - spr_player_skatecrouch
1821 - spr_treasure_entryway
1822 - spr_painter_stun
1823 - spr_coneboy_juicespit
1824 - spr_thundercloud_projectile
1825 - spr_clocktowerexterior
1826 - spr_file1
1827 - spr_clocktowerexterior_candle
1828 - spr_coneboy_inhaledwalk
1829 - spr_secret_bigbreakPoint_debug
1830 - spr_player_hookhoriz
1831 - spr_gnomeBlock_yellow
1832 - spr_player_seacream_fall
1833 - spr_gummyworm_panicWalk
1834 - spr_dia_rudejanitor_antsy
1835 - spr_palcandle
1836 - spr_coneboy_juicewallclimb
1837 - spr_bottlerocket
1838 - spr_caramel_idle
1839 - spr_metalblockFAKE
1840 - spr_molassesbgpara3
1841 - spr_pizzano_crawl
1842 - bg_blackwall
1843 - spr_player_skatefall
1844 - bg_fudgetop_snow
1845 - spr_pizzytv_secret
1846 - bg_fudgetop2_2_escape
1847 - spr_cherry_almanac
1848 - spr_ORgate
1849 - bg_molassestemple_foreground
1850 - bg_fudgetop2_1_escape
1851 - spr_teleporterexit_spitfx
1852 - bg_steamypark2
1853 - spr_palettechanger_scrollbarbutton
1854 - spr_pizzano_rankwait
1855 - spr_file1confirm
1856 - bg_futopmelt2
1857 - spr_jellyswitch
1858 - bg_templebgnew1
1859 - spr_worlddoor_open
1860 - bg_rank
1861 - spr_onoffswitch_blue
1862 - bg_danceoff2
1863 - spr_paintwitch_shoot
1864 - spr_badcombo_intro
1865 - spr_donutSign_mines
1866 - spr_gateLowering
1867 - spr_lolipopmineranger
1868 - spr_gnomewalldebris
1869 - spr_popcornspawningsh
1870 - spr_player_seacream_idle
1871 - spr_dancecard_title
1872 - spr_confecticage
1873 - spr_doorD
1874 - spr_pattern0
1875 - spr_clutterCone_destroyed
1876 - spr_costume_hodl
1877 - spr_bg
1878 - spr_cultist
1879 - spr_boss_pizzelleTitle
1880 - spr_honeypanel_dissapear
1881 - spr_pickaxeprojectile
1882 - spr_traingo
1883 - spr_rankletter
1884 - spr_pizzano_mach3
1885 - spr_sucrosebuilding2
1886 - spr_mintsplosion
1887 - spr_molasses2
1888 - spr_candysona_idle11
1889 - spr_player_bottlerocket
1890 - bg_hub1
1891 - bg_exitwayclouds2
1892 - bg_molassestemple2
1893 - spr_onoffswitch_bluetored
1894 - spr_miniball_idle
1895 - spr_cursor
1896 - spr_explosiveBarrel
1897 - pal_harry
1898 - spr_pizzytv_confecti4
1899 - spr_pizzano_land
1900 - spr_sucrose_startgate
1901 - spr_stopitstopitstopitstopit
1902 - spr_cottoncard_title
1903 - spr_creamtheif_icon
1904 - bg_mines2_hills_escape
1905 - spr_player_dashpad
1906 - spr_npcrope
1907 - spr_charcherry_waitair
1908 - spr_movingPlatform_attachment
1909 - spr_beecard_title
1910 - spr_honeypanel
1911 - bg_mines3_escape
1912 - spr_player_danceidle
1913 - spr_pummeleffect2
1914 - spr_confecticage_help
1915 - spr_player_geysertumble
1916 - spr_estatedoor
1917 - bg_estate1ground1E
1918 - spr_painterbossintro
1919 - spr_marshmellow_panicWalk
1920 - spr_tvoff
1921 - introbg_4
1922 - bg_treasureRoom
1923 - bg_exitwaycitybackE
1924 - spr_player_climbdownwall
1925 - spr_juice_almanac
1926 - bg_fudgetop3_2
1927 - bg_clock1_escape
1928 - bg_thumbnail_molasses
1929 - spr_guardspothitbox
1930 - spr_marshmallowSpring_active
1931 - spr_confecti3rank
